ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
57,INTERNAL - Postgres Zero Day exploit. ,Service Incident,Closed,P4,"This is NOT a  zero day exploit 

A patch has been identified for the postgres environment and is in test, prior to being rolled out across the estate via normal CCM process1st week of March. ",Kaisar Mahmood,Stuart Nelmes,,,,,,Patch of software was provided,,Third-Party - Client,https://paymentology.zoom.us/my/bigstu,,,,,,,,,,,2025-02-17T13:59:14.336Z,2025-02-17T13:59:14.336Z,,,,,2025-02-19T12:48:22.676Z,2025-02-17T13:57:00.000Z,2025-02-17T14:10:36.574Z,,,,2025-02-19T12:48:22.676Z,80346,2025-02-19T12:48:22.829Z,,public,264.5,151.1,78.6,34.8,17feb-p4-low-57-internal-postgres-zero-day-exploit,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08DR1UHAQ4,Reported by Stuart Nelmes,false
58,Unable to connect to VoucherExpress,Service Incident,Post-Incident Tasks & Documentation,P1,"**Problem:** Clients are unable to connect to VoucherExpress due to the servers not accepting connections.

**Impact:** Clients cannot perform calls for checking balances and uploading sales.

**Causes: W**eb servers were confirmed to be down by Infra team.

**Steps to resolve:** Our Network and Infra teams have manually brought the servers back up.
The servers should have been rebooted automatically, our team is checking if the automatic reboots were triggered and other possible root causes.",Daniel Velado,Daniel Velado,,,,VoucherEngine,,,,Paymentology,https://paymentology.zoom.us/j/9841627498,,,,,,,,,,,2025-02-17T16:23:38.410Z,2025-02-17T16:23:38.410Z,,,,,2025-02-17T16:52:45.600Z,,2025-02-17T16:52:45.600Z,,,,,1747,2026-02-02T11:02:26.963Z,,public,51.9,51.9,0,0,17feb-p1-58-unable-to-connect-to-voucherexpress,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08DP658FFD,Reported by Daniel Velado,false
59,Full Outage of transaction processing,Service Incident,Post-Incident Tasks & Documentation,P1,"Transaction flow normalised at 13:08 UTC after the connectivity was restored with Altech via node ALTC_4B. Additional customers were also impacted based on reversals and advisements flowing in after reconnection. Altech will be contacted for further investigation, and the final impact assessment is in progress.",Vicnesh Baskar,Vicnesh Baskar,,,,VoucherEngine,Altron FinTech - NuPay,TBC,"Transactions are not processing as both PROD_ALTC_3A, PROD_ALTC_4B are Down",Third-Party - Paymentology,https://paymentology.zoom.us/j/86522908569?pwd=p1qbFAd6bMwpP0dpbvnqtExqhqRwbx.1,,,,,,,,,,,2025-02-18T00:26:54.814Z,2025-02-18T00:26:54.814Z,,,,,2025-02-18T06:45:22.203Z,2025-02-18T00:06:00.000Z,2025-02-18T01:36:10.501Z,,,,,22707,2025-02-18T06:45:22.672Z,,public,616.9,498,20,98.9,18feb-p1-critical-59-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08DR0GRVKL,Reported by Vicnesh Baskar,false
60,Transaction Processing Issue,Service Incident,Closed,P1,"Transactions dropped for NOMO, Coverflex, Constantinople. Mettle and ISB
Issue started: 19-Feb-2025 17:26:57.813
Finished: 19-Feb-2025 17:34:48.835
",Daniel Velado,Daniel Velado,,,,Banking.Live,,,,Third-Party - Paymentology,,,,,,,,,,,,2025-02-19T18:00:30.512Z,,,,,,2025-02-19T23:34:00.000Z,2025-02-19T23:26:00.000Z,,,,,,,2026-02-02T11:03:56.520Z,,public,648,522,116,10,19feb-p1-60-transaction-processing-issue,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08ERF8V988,Reported by Daniel Velado,false
61,Full Outage on API Processing,Service Incident,Closed,P1,"API processing stopped for ADQ due to a high CPU utilization.
Impact:
API 01
Stopped at 2025-02-19 21:47:13.815
Started at 2025-02-19 22:05:46.830

API 02
Stopped at 2025-02-19 21:45:24.733
Started at 2025-02-19 22:06:07.343",Daniel Velado,Daniel Velado,,,,Banking.Live,Wio,,,Paymentology,,,,,,,,,,,,2025-02-19T23:34:08.313Z,,,,,,2025-02-20T04:06:00.000Z,2025-02-20T03:45:00.000Z,,,,,,,2026-02-02T11:05:39.445Z,,public,171.2,140.5,10.7,20,19feb-p1-61-full-outage-on-api-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08ET850XNU,Reported by Daniel Velado,false
63,Full Outage of transaction Processing,Service Incident,Closed,P1,"On February 24, at 05:03 UTC, Paymentology’s support team was alerted to a disconnection of the ALTC nodes (PROD_ALTC_3A and PROD_ALTC_4B), resulting in a temporary halt in transaction processing. The issue was identified as a network-level disconnection with a local switching provider.

The connection was automatically restored at 05:08 UTC, and normal transaction processing resumed with no further issues reported. Switching provider contacted for a detailed root cause analysis.

Further updates, including preventive actions, will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,,VoucherEngine,"Wow Marketing, SBSA PayCard, Canal Walk (Hyprop), Tygervalley (Pareto)",,,Third-Party - Paymentology,,,,,,,,,,,,2025-02-24T06:34:31.750Z,2025-02-24T05:03:00.000Z,,,,,2025-02-24T05:08:00.000Z,2025-02-24T05:03:00.000Z,,,,,2025-02-24T06:34:31.750Z,300,2026-02-02T11:28:10.989Z,,public,53.6,53.6,0,0,24feb-p1-63-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08ELF9DAA1,Reported by Vicnesh Baskar,false
64,Partial Transaction Processing Issue,Service Incident,Closed,P1,"Around 18:55 UTC, we received reports for a drop on Visa transactions for D360, issue seems to be related to Rule Engine taking too much time.
Impact has ceased and we are investigating the root cause.",Daniel Velado,Daniel Velado,,,,Banking.Live,,,,Inconclusive,,,,,,,,,,,,2025-02-26T19:38:45.419Z,2025-02-26T19:38:45.419Z,,,,,,,,,,,2025-02-26T19:38:45.419Z,,2026-02-02T11:28:26.036Z,,public,263.3,242.5,10.8,10,26feb-p1-64-partial-transaction-processing-issue,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08F86SR5M0,Reported by Daniel Velado,false
65,Partial Outage - High DB utilisation causing intermittent transaction timeouts,Service Incident,Closed,P1,"High DB usage on MOX Master DB, resulting in high process time for MOX PayPower, in turn causing intermittent transaction timeouts.",Kaisar Mahmood,Vicnesh Baskar,,,,Banking.Live,MOX,,Intermittent transaction timeouts,Paymentology,https://paymentology.zoom.us/j/87836072251?pwd=dMWVMf0PZEap3e9eKaNQKRMabuqTnU.1,,,,,,,,,,,2025-02-27T05:32:58.490Z,2025-02-27T05:32:58.490Z,,,,,2025-04-17T05:48:33.911Z,,2025-02-27T07:15:02.505Z,,2025-04-17T05:49:49.118Z,2025-04-17T05:49:58.212Z,2025-04-17T05:49:58.212Z,4234535,2026-02-02T11:29:09.068Z,,public,10940.3,9370.4,1119.2,450.7,27feb-p1-65-partial-outage-high-db-utilisation-causing-intermittent-transac,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08EUEP93PH,Reported by Vicnesh Baskar,false
68,ATM transaction processing Issue - approved / cash not dispensed ,Service Incident,Closed,P1,Mukuru has reported cases where transaction was approved but the cash was not dispensed. Exact impact is being determined. We are proactively raising as a P1. ,Kaisar Mahmood,Kaisar Mahmood,,,,VoucherEngine,Mukuru,,Mukuru has reported cases where transaction were approved but the cash was not dispensed. Exact impact is being determined. We are proactively raising as a P1. ,Third-Party - Client,https://paymentology.zoom.us/j/8536652946,,,,,,,,,,,2025-03-01T14:18:47.788Z,2025-03-01T14:18:47.788Z,,,,,2025-04-17T05:48:15.808Z,2025-02-27T20:00:00.000Z,2025-04-17T05:48:15.808Z,,2025-04-17T05:51:14.896Z,2025-04-17T05:51:23.505Z,2025-04-17T05:51:23.505Z,4030168,2026-02-02T14:18:15.470Z,,public,2628.8,2114.5,258.4,255.8,01mar-p1-68-atm-transaction-processing-issue-approved-cash-not-dispensed,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08FM2WULAZ,Reported by Kaisar Mahmood,false
69,Partial Outage of Transaction processing due to FAST Active Response: FAILED,Service Incident,Closed,P4,There is a partial outage of transaction processing due to FAST Active Response: FAILED for some transactions. No issues have been observed thus far from application or infra logs.  The client confirmed an issue on their end and has since fixed it. The last decline was observed at 01:32 UTC with no further issues during monitoring.,Vicnesh Baskar,Vicnesh Baskar,,,Jenifer Cachero,Banking.Live,MOX,Client performed a fix on their infra,Transactions timeouts due to no response from client,Client,https://paymentology.zoom.us/j/89246185411?pwd=OBDjtPJ3UoHX9cVY9PDz3TEA3appea.1,,,,,,,,,,,2025-03-05T01:27:42.492Z,2025-03-05T01:14:00.000Z,,,,,2025-03-05T01:32:00.000Z,2025-03-05T01:04:00.000Z,2025-03-05T01:14:00.000Z,,,,2025-03-05T05:15:29.152Z,1080,2025-03-05T05:15:29.234Z,,public,117.5,107.5,0,10,05mar-p4-69-partial-outage-of-transaction-processing-due-to-fast-active-res,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08G3H90JJH,Reported by Vicnesh Baskar,false
74,Transaction Processing Issue,Service Incident,Post-Incident Tasks & Documentation,P1,"**Problem:** MC transactions dropped after 18:57 UTC due to a possible disconnection from MC side, affecting multiple clients.

**Impact:** Clients experienced no MC transactions processing,

**Causes:** The current root cause is still under investigation, we have created a ticket with MC to check on the disconnection.

**Steps to resolve:** The AS team restarted the affected client's PayRoute and PayPower applications one by one to re-establish the MC connections.",Daniel Velado,Daniel Velado,,,,Banking.Live,,,,Inconclusive,https://paymentology.zoom.us/j/9841627498,,,,,,,,,,https://app.incident.io/paymentology/incidents/01JNPEA4YQFWB8DG6S288REAS3?tab=postmortem_document,2025-03-06T19:18:27.031Z,2025-03-06T19:18:27.031Z,,,,,2025-03-06T20:50:48.898Z,,2025-03-06T20:50:48.898Z,,,,,5541,2026-02-02T14:21:17.676Z,,public,1774.3,1317.9,118.1,338.3,06mar-p1-74-transaction-processing-issue,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08GBGQU8MC,Reported by Daniel Velado,false
75,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 6th March at 22:29 UTC, the support team observed disconnections on one VISA PR, intermittently affecting transaction processing for some clients. Log analysis indicates that the disconnection started at 19:23 UTC. Further investigation showed one of the VISA PR is down, which was then restarted. Transaction processing normalised, with the last disconnection at 22:57 UTC. Detailed impact correlation and root cause analysis currently underway.",Daniel Velado,Vicnesh Baskar,,,Jenifer Cachero,Banking.Live,"Wio, Bank Al Etihad, Rain, Zing",Restarted VISA PR,,Paymentology,,,,,,,,,,,,2025-03-07T03:03:19.329Z,2025-03-07T03:03:19.329Z,,,,,2025-03-06T22:56:00.000Z,2025-03-06T19:23:00.000Z,2025-03-06T22:29:00.000Z,2025-03-06T22:55:00.000Z,,,,,2026-02-02T14:30:48.901Z,,public,230,185.3,0,44.7,07mar-p1-75-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08G5R6FG0P,Reported by Vicnesh Baskar,false
77,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"At approximately 0710 UTC, the client reported that they observed a dip in authorisation health from their side. Further investigation revealed 45 transactions were either processed in standin or timed-out, starting from 0623 UTC. Transactions are processing as normal as of  0644 UTC and no other issues were observed. Investigation is ongoing on possible root cause.",Vicnesh Baskar,Vicnesh Baskar,,,Wafa Ben Nacef,VoucherEngine,Agoda,Transaction processing self normalized,35 transactions were processed in standin and 8 transactions timed-out,Paymentology,,Transaction Processing,Issue is suspected due to a temporary slowness in Voucher Engine,No,Red - No monitoring alerts were triggered to indicate the issue,Red - Inicident was reported by client and transaction processing was back to normal,Red - Current investigation did not point to any issues and no resolution as transaction processing self normalized ,Green - Client reported the issue,,,,2025-03-07T09:04:41.260Z,2025-03-07T07:10:00.000Z,,,,,2025-03-07T06:44:00.000Z,2025-03-07T06:23:00.000Z,2025-03-07T07:10:00.000Z,2025-03-07T06:44:00.000Z,,,,7499,2026-02-02T14:26:33.935Z,,public,88.6,88.6,0,0,07mar-p3-critical-77-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08HB939SFJ,Reported by Vicnesh Baskar,false
78,Partial Outage on Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P2,"We noticed a partial transaction processing issue which stopped at
23:48 UTC.
Currently investigating root cause and impact",Daniel Velado,Daniel Velado,,,,VoucherEngine,,,,Paymentology,https://paymentology.zoom.us/j/9841627498,,,,,,,,,,,2025-03-07T23:53:31.604Z,2025-03-07T23:53:31.604Z,,,,,2025-03-07T23:54:45.354Z,,2025-03-07T23:54:45.354Z,,,,,73,2026-02-02T14:30:03.528Z,,public,272.7,228,10,34.7,07mar-p2-78-partial-outage-on-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08GVTYL8J0,Reported by Daniel Velado,false
79,Mastercard Connection Issue on all MC Clients,Service Incident,Closed,P1,"**Problem:** A critical P1 incident involving Mastercard connection issues impacting all Mastercard clients started on March 9, 2025, at 7:07 AM UTC, with a second occurrence starting at 7:197 AM UTC and is ongoing.

**Impact:** The issue impacts transactions across multiple clients, including:
- MOX
- TWEEQ
- Yondr
- Manigo
- ISB
- BOJ
- UNION54
- Mettle
- Nomo
- ADQ
- Xendit
- Constantinople
- OM

**Causes:** The problem was caused by an internal global networking issue at Mastercard affecting all cloud MIPs.

**Steps to resolve:** Mastercard is working to resolve the internal issue. In response, the Service Delivery team is checking configurations to possibly transfer clients to the UK MIPs. Configuration changes are being implemented to shift connections to physical MIPs for some clients.",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,MasterCard,,,Third-Party - Paymentology,https://paymentology.zoom.us/j/85951841523?pwd=0b29KK8LMyVR67lLbmSqFFaWnRNdvp.1,,,,,,,,,,,2025-03-09T07:56:51.854Z,2025-03-09T07:56:51.854Z,,,,,2025-03-09T14:13:04.536Z,2025-03-09T07:07:00.000Z,2025-03-09T08:49:17.924Z,2025-03-09T10:40:37.612Z,2025-03-13T05:46:24.250Z,2025-03-13T05:46:33.325Z,2025-03-15T11:33:33.190Z,22572,2025-03-15T11:33:33.297Z,,public,1375.9,1195,30,150.9,09mar-p1-79-mastercard-connection-issue-on-all-mc-clients,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08GWSYTF9R,Reported by Snothile Dlamini,false
80,Partial Outage of Transaction Processing for Tweeq,Service Incident,Root Cause Analysis and Corrective Actions,P1,"At 01:08 AM UTC on March 10, 2025, the Paymentology support team received an alert from Mastercard indicating transactions were being processed in standin since 01:08 AM UTC.

Both PayPower and PayRoute instances for the client were restarted twice, and transactions started processing normally since 0340 UTC.

Root cause analysis is underway to determine the cause as no disconnects were observed during investigation.",Vicnesh Baskar,Vicnesh Baskar,,,Jenifer Cachero,Banking.Live,Tweeq,Restart of Paypower and PayRoute instances,Transactions were processed in standin by MC,Paymentology,,,,,,,,,,,https://app.incident.io/paymentology/incidents/01JNZ96TWEQVNM6T3790X1HCY0?tab=postmortem_document,2025-03-10T05:42:25.422Z,2025-03-10T05:42:25.422Z,,,,,2025-03-10T05:59:50.081Z,2025-03-10T01:08:00.000Z,2025-03-10T05:59:50.081Z,,2025-03-12T07:16:56.707Z,,,1044,2025-03-19T08:11:48.132Z,,public,148.1,128.1,10,10,10mar-p1-80-partial-outage-of-transaction-processing-for-tweeq,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08H8FSHUBT,Reported by Vicnesh Baskar,false
81,Full Outage of Transaction Processing for UNION54,Service Incident,Root Cause Analysis and Corrective Actions,P1,"At 00:08 UTC on March 10, 2025, the Paymentology support team received an alert from Mastercard indicating transactions were being processed in standin since 23:39 UTC. Both PayPower and PayRoute instances for the client were restarted, and transactions started processing normally at 00:39 UTC. No disconnects were observed from the logs investigation, root cause analysis is underway.",Vicnesh Baskar,Vicnesh Baskar,,,Jenifer Cachero,Banking.Live,Union54 / Zazu Zambia,Restart of PayPower and PayRoute,Transactions were processed in standin by MC,Third-Party - Client,,,"At 00:38, 10 March, Paymentology support team restarted both the PayPower and PayRoute instances to reset the connectivity. Transaction processing normalised at 00:39, 10 March.  The issue is suspected due to a disconnect with Mastercard, which is being investigated for further evidence alongside log reviews from other application and infra components.   A detailed root cause analysis and further updates will be provided in the RCA Report (RCAR).",Yes - 930121 - Partial Outage on MC Transaction Processing,Red - Incident was detected and reported by MC,Red - Incident was detected and reported by MC. IM was not involved till later,Green - The team was quick to find disconnection and to perform a restart of PayPower and PayRoute instances for recovery,Green - Client was informed on time,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8590000165/INC-81+Full+Outage+of+Transaction+Processing+for+UNION54,2025-03-10T06:12:32.766Z,2025-03-10T06:12:32.766Z,,,,,2025-03-10T06:24:54.412Z,2025-03-09T23:39:00.000Z,2025-03-10T06:24:54.412Z,,2025-03-12T07:17:46.922Z,,,741,2026-02-02T14:34:50.510Z,,public,182.3,172.3,10,0,10mar-p1-81-full-outage-of-transaction-processing-for-union54,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08GH5XBB2T,Reported by Vicnesh Baskar,false
